,명칭,주소,lat,lon,개요,문의 및 안내,주차 시설,영업시간,쉬는날,대표메뉴,취급메뉴,상세정보
112,사일리커피,"제주특별자치도 서귀포시 대정읍 최남단해안로 412
			",33.1999817993,126.2759124763,"송악산, 가파도, 마라도, 산방산을 동시에 전망할 수 있는 사일리커피는 제주도 최남단에 있다. 탁 트인 곳에 자리 잡아 제주 바다를 한눈에 담을 수 있어서 한번 와봤던 사람들은 잊지 못하고 다시 찾는 곳이다. 이곳의 시그니처 메뉴 중 하나인 샤벳 에이드와 샤일리 시나브로는 음료에 솜사탕, 레몬 퓌레를 넣으면 색이 변해 이색적인 맛과 재미를 주어 인기가 많다. 커피뿐 아니라 에이드, 라떼, 베이커리 등을 판매하여 아이와 함께 오기도 좋다. 테라스로 나가면 하모 방파제와 검은 현무암을 볼 수 있는 해변이 있어 커피도 마시고 제주 해변도 거닐 수 있고 '바퀴 달린 집' 촬영지로도 유명하다.",010-9904-3382,있음,10:00 ~ 21:00,"매달 2, 4번째 수요일",사일리 시나브로 티,"호찌민 사이공 라떼, 제주 한라봉 에이드, 스콘, 크로와상 등","부대시설:단체석, 주차장, 화장실

화장실:있음

"
113,TONKATSU 서황 / 돈카츠서황,"제주특별자치도 제주시 애월읍 장소로 205-2
			",33.4343908561,126.3796037976,"돈카츠 서황은 TV 프로그램 효리네 민박을 통해 유명해진 돈가스 전문점이다. 소길리라는 조용한 동네에 아기자기하게 꾸며놓은 작은 식당으로 사계절 내내 많은 관광객이 방문하고 있어 대기가 긴 편이다. 메뉴는 흑돼지 등심과 안심을 튀겨 만든 서황 카츠와 안심카츠, 생선카츠, 또, 흑돼지 안심과 생선, 새우를 모두 맛볼 수 있는 모둠카츠가 있다. 돈가스는 육즙을 그대로 머금고 있어 매우 부드럽다.  시그니처 메뉴인 생선카츠 역시 그날그날 쓰는 생선이 다르며 부드럽고 신선한 맛이 일품이다.",064-799-5458,있음 / 주차요금 무료,11:30 ~ 20:00 (브레이크타임 15:00 ~ 17:30),"월,화요일","서황카츠, 생선카츠","안심카츠, 생선카츠, 모듬카츠 등","화장실:있음 (남녀 구분)

"
114,제주태백산본점,제주특별자치도 제주시 도공로 154-12(이호이동),33.4947577845,126.4672059296,"제주공항 근처에 위치한 제주 태백산 본점은 넓고 쾌적한 공간을 갖춘 흑돼지 고기 전문점이다. 대표 메뉴는 '이호동 한 마리'로 흑목살, 흑오겹살, 흑갈매기, 흑가브리살, 흑항정살이 나와 다양하게 여러 부위를 먹어 볼 수 있다.  그 외에 흑특수부위모둠, 흑오겹살, 흑목살, 한우 갈빗살, 한우 육회, 육회 초밥, 양념 갈비, 돼지껍데기, 막국수 등이 있다. 흑돼지 전문점이지만 도민들 사이에서는 양념 갈비 맛집으로도 알려져 있다. 갈비 양념이 순한 맛, 매운맛 두 가지로 선택 가능하며 매장 한편엔 한식 뷔페처럼 기본 반찬과 쌈 채소, 젓갈 등을 편하게 가져다 먹을 수 있는 셀프 바가 마련되어 있다. 주차공간도 넓고 제주 공항 근처에 있어 제주도를 오고 가기 전에 방문하여 식사하기 좋은 곳이다.",064-744-0001,있음,11:00 ~ 22:00,없음,이호동 한마리,"양념갈비, 돼지껍데기, 들기름 막국수, 태백산 정식 등","부대시설:단체석, 주차장, 화장실

"
115,제주감자탕,"제주특별자치도 제주시 삼무로 59
			",33.4900142757,126.4929982389,제주특별자치도 제주시에 있는 한식당이다. 대표메뉴는 뼈다귀 감자탕이다. 감자탕은 돼지고기와 감자로 만든 매운 국물 요리이다.,064-747-0063,,00:00-24:00,,뼈다귀감자탕,뼈다귀감자탕 / 해장국,
116,착한집,제주특별자치도 제주시 서광로 98(오라삼동),33.5000133921,126.5070162384,"착한집은 50년이 넘는 역사를 자랑하는 갈치조림 맛집이다. 제주국제공항 인근에 위치해 제주 여행의 시작과 끝을 함께 하기에 좋다. 제주산 갈치와 제주산 갈비를 한 번에 맛볼 수 있는 갈갈조림이라는 착한집만의 시그니처 메뉴로 유명하다. 해산물인 갈치와 육고기인 갈비의 만남이 낯설게 느껴지지만, 한데 어우러지면 독특하고 맛깔스러운 조화를 이룬다. 조림 외에 고등어구이도 맛있다는 평이다. 신선한 재료로 만드는 음식으로 건강하고 푸짐한 식사가 가능하다.",064-713-7136,주차가능,11:00 ~ 21:00<br>(Breaktime 15:00 ~ 17:00),,갈갈조림,"통갈치구이, 고등어조림, 고등어구이, 옥돔구이, 갈치회, 전복죽","부대시설:단체석, 무선 인터넷, 주차장, 화장실
화장실:가능 (남녀 구분)
"
117,애월전분공장,"제주특별자치도 제주시 애월읍 중엄3길 60
			",33.4783997251,126.3702286221,"제주도 전분 공장을 개조해서 만든 레트로풍 카페로 제주도 애월 해안가 도로에 있다. 바다 경치가 좋고 정원이 넓어 산책하기 좋고 그라피티가 있어 인생샷 포토존으로도 유명하고 볼거리가 많다. 특히 반려견 동반 카페로 강아지를 데리고 야외에서 음료와 빵을 즐길 수 있어 반려인들에게 인기가 높다. 브런치와 베이커리, 음료 등을 판매하며 특히 크로플이 맛있다.  카페운영이 끝난 뒤에는 펍으로 운영된다.",064-744-0801,주차가능,10:00 - 19:00,,아메리카노,"에스프레소, 아메리카노 등 음료류와 크로플, 스콘, 케이크 등 베이커리류",
118,새만부정,"제주특별자치도 서귀포시 칠십리로 135
			",33.2437065812,126.5684389147,만부정 식당이 새 보금자리를 찾아 터를 잡고 새만부정이라는 이름으로 손님을 맞이하고 있는데 대표적인 메뉴는 복어회이다. 서귀포 남단에 위치한 이곳은 조망권 또한 맛에 걸맞게 멋지다. 제주 지역에서 유명한 복요리 전문점으로 많은 유명 인사가 다녀간 곳이기도 하다. 복어 수육은 육류의 감촉이 들 정도로 복어의 진정한 맛을 알 수 있는 메뉴이다. 아울러 복어 매운탕은 마지막에 빼놓지 않고 꼭 먹어봐야 할 음식이다.<br>,064-733-7750,주차 가능,10:00 ~ 22:00,연중무휴,복샤부샤부,복샤부샤부 / 복불고기 / 복찜 / 복수육 / 복매운탕 외,"화장실:남녀구별, 식당내부에 위치
"
119,슬슬슬로우,"제주특별자치도 제주시 구좌읍 덕행로 207
			",33.5304257222,126.7930573642,"한적하고 평화로운 마을인 제주도 구좌읍에 모던과 레트로, 일식과 한식의 독특한 조화를 이루는 퓨전 레스토랑이다. 슬슬슬로우는 토속적이면서 세련된 외관에 옛날 TV, 라디오 등의 소품으로 레트로한 느낌을 자아낸다. 이곳의 메뉴들은 제주 흑돼지를 도마에 놓고 보쌈처럼 썬 돔베고기를 활용했는데, 돔베 덮밥과 돔베 라면은 마치 일본의 차슈 덮밥과 라멘을 연상케 한다. 제주답게 해석한 맛과 식감을 자랑한다. 라면은 향신료 향이 강해 호불호가 갈릴 수 있다.",010-9261-9284,주차가능,11:30 - 19:00 (브레이크타임 없음 / 재료소진 시 마감),화요일,돔베 라면,"돔베 땡초김밥, 돔베 덮밥, 돔베 초밥 등","부대시설:주차장, 화장실
화장실:가능 (남녀 구분)
"
120,픽스커피 공단점,제주특별자치도 제주시 청풍남8길 55(화북이동),33.5146600302,126.5720713618,"제주 시내 아라동에 본점을 둔 픽스커피는 현지인들 사이에서 커피 맛이 좋은 카페로 손에 꼽힌다. 화북공업단지 인근에 새롭게 문을 연 공단점은 마치 공사 중인 건물처럼 꾸며진 외관이 인상적이다. 카페 내부로 들어서면 높은 층고와 커다란 조명이 색다른 분위기를 자아낸다. 메뉴는 본점과 동일한데, 라테를 의미하는 시그니처 메뉴 픽스커피가 특히 인기다. 픽스커피 공단점에서는 카페 외에 편집 숍과 전시공간의 기능도 함께 한다. 최근에는 사회적 이슈로 떠오른 해양 쓰레기와 관련한 전시를 선보였는데, 실제 일상생활에서 흔하게 사용되는 플라스틱들을 전시해 관람객들에게 큰 호응을 얻었다.",064-902-9799,있음,10:00~18:00,없음,픽스커피,"아메리카노, 브루잉커피 등",
121,그초록,"제주특별자치도 제주시 구좌읍 행원로7길 23-16
			",33.5563897315,126.8064139404,"제주 동쪽의 아름다운 월정리해안도로에 자리한 카페다. 이름 그대로 공간 구석구석 초록빛 나무와 식물들로 싱그러운 감성이 묻어난다. 빈티지한 가구와 나무 소재의 소품들이 많아서 전체적으로 아늑하고 따스한 분위기가 매력이다. 바다가 바라보이는 아담한 정원도 자리해 여유롭게 쉬어가기 좋다. 이곳의 대표메뉴는 아보카도커피. 언뜻 어울릴 것 같지 않지만, 커피 특유의 쌉쌀함이 부드러운 아보카도와 어우러져 색다른 맛의 조화를 자랑한다. 신선한 아보카도를 푸짐하게 넣은 아보카도 샌드위치도 인기메뉴다. 간판에도 아보카도가 그려져 있고 관련 굿즈도 판매한다.",010-7777-4244,주차가능,10:00 ~ 19:00,매주 목요일,아보카도커피,"아보카도샌드위치, 샤케라또 등","부대시설:null
"
122,24시제주해장국,"제주특별자치도 제주시 삼무로 45
			",33.4900781342,126.4915455861,제주특별자치도 제주시에 위치한 한식당이다. 감자탕은 돼지고기와 감자로 만든 매운 국물요리이다. 대표메뉴는 감자탕이다.,064-711-8687,,05:00 ~ 24:00,연중무휴,감자탕,감자탕 / 뼈해장국 / 소고기콩나물국밥 외,
123,제주호랭이 사계점,"제주특별자치도 서귀포시 안덕면 사계로 3
			",33.2317258586,126.2976959939,"수제 도넛 전문점 제주호랭이를 처음 방문하면 도넛 종류가 워낙 많아 방문 전에 먹고 싶은 도넛을 미리 생각해 보는 것이 좋다. 도넛은 모두 유기농 밀가루를 사용하여 만들며 특히 이곳에서만 맛볼 수 있는 제주 레몬 크림, 우도 땅콩 크림, 제주 말차 크림이 유명하다. 사계점, 성산점, 제주공항점 세 곳 모두 재료 소진 시 조기 종료를 할 수 있으니 미리 전화로 확인 후 방문하는 것을 권한다. 4개 이상 구매 시 박스 포장이 가능하여 제주 여행 선물로도 인기가 좋다.",070-7808-6211,주차가능,10:30 - 18:30,,"제주 레몬 크림 도넛, 제주 말차 크림 도넛","칵테일, 제주 우유, 한라봉 에이드, 제주 레몬 에이드 등",
124,까페 노티드,"제주특별자치도 제주시 애월읍 애월로1길 24-9
			",33.4632948867,126.3097481132,"제주 애월까페거리에 위치한 도넛 체인점이다. 서울에서도 만날 수 있지만 특별한 제주의 뷰와 제주 녹차 도넛 같은 제주 한 정메뉴때문에 길게 줄이 늘어서는 곳이다. 주차는 까페 거리 공영주차장에 할 수 있으나 유료이다. 야자나무가 있는 앞마당을 지나 건물에 들어서면 1층에서는 주문을 받고, 2층에서 주문한 음식을 먹을 수 있다. 전날 전화 사전예약이 가능한데, 문자로 원하는 도넛을 고르고 계좌로 입금하는 방식이다.  네이버스마트주문으로 미리 주문하면 픽업 가능한 시간을 알려준다.",070-4415-9377,"없음  / 주차요금 : 4,000원 (영수증 지참시 2,000원)",10:00 - 20:00,없음,우유생크림도넛,"우유생크림도넛,클래식바닐라도넛,카야버터도넛,누텔라도넛",
125,제주어촌,"제주특별자치도 제주시 조천읍 조함해안로 518
			",33.5424529358,126.668123492,"고등어는 성질이 급한 생선으로 잡히면 바로 죽는다고 한다. 그래서 싱싱한 생선회로 먹을 수 있는 지역이 매우 제한적일 수 밖에 없는 어종인데, 다행히도 제주도에서는 그 참맛을 볼 수 있기에 많은 미식가들이 즐겨 찾는다. 제주어촌 식당도 그 중 하나다. 육질은 부드럽고 지방과 수분이 많아 신선도가 빨리 떨어지므로 회로 먹기 어려운 고등어회는 제주도의 대표 음식으로 갈치회와 쌍벽을 이룬다. 갈치회는 가늘고 길게 떠내는 모양이 매우 독특한데 하얀 갈치살이 쫄깃쫄깃하면서 씹으면 씹을수록 느껴지는 감칠맛과 삼키기 전에 느껴지는 고소한 뒷맛 모두 일품이다.",064-782-8090,주차 가능,12:00 ~ 22:00,매주 목요일 (전화문의),활어회,활어회 / 갈치구이 / 고등어구이 / 해물전골 / 한치물회 외,
126,김희선제주몸국,"제주특별자치도 제주시 어영길 19
			",33.5187500203,126.495352938,모자반으로 만든 제주 향토음식인 몸국을 판매하는 곳이다. 대표메뉴는 몸국이다. 제주특별자치도 제주시에 있는 한식 전문점이다.,064-745-0047,가능,평일 07:00-16:00 / 토요일 07:00-15:00,일요일,몸국,몸국 / 성게미역국,
127,카페모알보알 제주점,"제주특별자치도 제주시 구좌읍 구좌해안로 141
			",33.5595936669,126.7279706776,"필리핀어로 거북이알이라는 말로 세부섬의 한 지역명이기도 한 모알보알은 들어가는 순간 필리핀이나 발리에 온 듯한 착각을 불러일으킨다. 이국적으로 꾸며놓은 이곳은 에스닉한 소품들과 라탄 소재의 가구들로 가득 채워져 이곳을 방문하는 고객들에게 또 다른 볼거리를 제공한다. 카페 밖으로 나가면 빈백과 테이블이 있어 자유롭게 바다 뷰를 보며 커피와 디저트를 맛볼 수 있어 여행객들에게 인기가 많다. 카페 곳곳에 피아노, 욕조, 침대 등 소품이 많아 다양한 포토존을 즐길 수 있다.",010-5039-3506,주차가능,10:00 - 18:00 (라스트오더 17:45까지),,"조천 리얼 말차, 에그타르트","흑당라떼, 로얄밀크티, 피스타치오, 리얼초코, 한라봉 에이드 등","부대시설:주차장, 화장실, 무선인터넷
화장실:가능
"
128,해녀촌 (해녀촌식당),"제주특별자치도 제주시 구좌읍 동복로 33
			",33.5536884744,126.7098973832,"월정리해변 가는 길인 구좌읍 동복리에 있는 제주해녀촌은 제주식 '회국수' 맛집으로 유명하다. 해녀촌에는 차가운 비빔국수와 따뜻한 온국수가 있어 사계절 내내 취향에 맞는 국수를 맛볼 수 있다. 소면이 아닌 통통한 중면이 들어간 쫄깃쫄깃한 식감의 국수가 이곳의 매력이다. 해산물이 들어간 국수 외에도 모둠 물회, 갈치구이, 조림 등이 있어 여러 메뉴를 다양하게 즐길 수 있다. 건물 앞 주차장이 넓어 단체 모임으로 이용하기도 좋으며 식사 후엔 동복 방파제 쪽 해안가 산책을 하기에도 좋다.  낮에 가는 것도 좋지만, 일몰 시각에 가면 운치 있는 제주도의 노을을 볼 수 있다.",064-783-5438,주차가능,09:00 ~ 19:00,"둘째주 월요일, 넷째주 화요일",회국수,"성게국수, 소라국수, 전복국수, 모둠물회, 고등어구이, 갈치구이","부대시설:단체석, 주차장, 화장실
화장실:가능 (남녀 구분)
"
129,옛날옛적,"제주특별자치도 서귀포시 성산읍 일주동로 4660
			",33.4144013834,126.8999785392,제주도 지역의 음식을 맛볼 수 있는 곳이다. 대표메뉴는 쌈밥으로 제주특별자치도 서귀포시에 있는 한식 전문점이다.,064-784-2252,주차 가능,10:00 ~ 20:40,매주 수요일,옛날옛적 쌈밥,옛날옛적 쌈밥 / 우럭탕수 돔베고기 정식 외,
130,카페동네,"제주특별자치도 제주시 구좌읍 종달로5길 23
			",33.493300979,126.8986490601,"[제주시 구좌읍 종달리에 위치한 로스팅 커피 전문점 카페동네]<br /> 카페동네는 종달리에 있는 로스팅 커피 전문점이다. 제주올레 1코스를 걷다보면 보이는 카페동네에서는 직접 커피를 로스팅하며, 더치커피 및 드립커피, 수제차, 생과일 주스, 에이드, 발효음료, 파나니 등을 맛볼 수 있으며, 제주 구좌읍의 당근을 이용한 메뉴인 당근빙수도 맛볼 수 있다. <br>",070-8900-6621,주차 가능,10:00 ~ 18:00,매주 일요일,더치커피,더치커피 / 핸드드립커피 / 에이드 / 구좌 향당근주스 / 한라봉주스 / 파니니 / 샐러드 / 빙수,
