,명칭,주소,lat,lon,개요,문의 및 안내,쉬는날,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,상세정보
410,KBS 제주,"제주특별자치도 제주시 복지로1길 8
			",33.4890703557,126.5193931884,"<strong>제주섬 방송국에 혼저옵서예 </strong><br /><br />제주 도청 옆에 위치한 KBS제주방송총국은 5세 이상 단체를 대상으로 견학 프로그램을 진행하고 있다. 방송 제작 현장을 직·간접적으로 체험할 수 있으며 청사 일부 시설을 둘러보고, 다양한 문화행사에도 참여해 볼 수 있다.<br>",064-740-7151,,월~수 10:00 (1일 1회 운영),있음,없음,없음,"입 장 료:무료
내국인 예약안내:사전 문의 후, 홈페이지 신청서 다운로드하여 작성 후 팩스 송부 
"
411,산천단곰솔,제주특별자치도 제주시 516로 3041-24(아라일동),33.4476699442,126.5547604989,"1964년 1월 31일 천연기념물로 지정되었다. 대흥사에서 소유하고 있다. 곰솔은 높게 자라는 소나무과의 상록침엽교목으로 흔히 해송, 검솔 또는 나무껍질이 검은빛을 띤다 하여 흑송이라고도 부른다. 한국에서는 소나무와 함께 쌍유관속아속에 포함되는데 서쪽으로 경기도, 동쪽으로 강원도 명주군까지 바닷가를 따라 분포하고 있으며, 주 분포지역은 남부지방과 제주도의 해발 700m 이하이다.내한성이 약하기 때문에 중부 내륙지방이나 깊은 산속에서는 자라지 못한다. 수피는 흑갈색이고 가지 끝에 형성되는 겨울눈의 색깔이 희어서 붉게 보이는 소나무와 쉽게 구별이 된다. 잎은 짙은 녹색을 띠는데 약간 비틀리고 끝이 뾰족하며 길이 9∼14㎝이고 2개씩 잎집에 모여 난다.제주시의 곰솔은 제주시에서 서귀포시로 향하는 제1횡단도로를 따라 8㎞ 정도 가면 나타나는 산천단이라는 곳에 군락을 이룬다. 원래 이곳에는 곰솔이 9그루 있었는데, 1965년 벼락을 맞아 1그루가 고사하고 현재는 8그루만 남아 있다.높이는 21∼30m로 4그루가 30m, 3그루가 25m이며 가슴높이 둘레는 3.4∼6m, 수관 너비는 12∼24m이다. 수령은 500∼600년으로 추정된다. 현재까지 알려진 제주도의 수목 중에서는 가장 크며, 생육상태는 대체로 양호한 편이나 몇 그루는 풍해로 가지들이 한쪽으로 치우쳐 생장하고 있다. 이들 곰솔 틈에서는 예덕나무, 머귀나무, 팽나무, 쥐똥나무, 뽕나무 등이 자란다.<br>",064-740-6000,,,,없음,없음,
412,낙타트레킹,제주특별자치도 서귀포시 표선면 번영로 2564-21(포니밸리) 내 낙타트레킹,33.4026812788,126.7786837609,호주에서 온 낙타들로 현재 잘 적응해서 국내최초로 새끼낙타들도 10마리 이상 태어났으며 제주도 이색체험 핫플레이스로 남녀노소 누구나 쉽고 재밌게 즐길 수 있다.<br>,064-787-2256,연중무휴(우천 시 사전확인 필요),09:00 ~ 17:00,있음,없음,없음,"시설이용료:15,000원 (단 36개월 미만 보호자 동승시 무료)
주차요금:무료
"
413,삼양해수욕장,"제주특별자치도 제주시 삼양이동
			",33.5255284819,126.5852560795,"삼양해수욕장은 관광객들에게 잘 알려지지 않은 곳이어서 상대적으로 소박하며, 물이 깨끗하다. 특히 반짝이는 검은 모래가 특색이다. 이 모래는 신경통과 비만에 좋다고 알려지고 있는데, 매년 여름마다 뜨거운 모래를 덮고 찜질하는 관광객들의 모습을 심심찮게 볼 수 있다.",064-740-6000,,,주차 가능(10대),없음,없음,"이용가능시설:샤워장, 그늘막, 튜브 등
화장실:있음
"
414,복신미륵,"제주특별자치도 제주시 건입동
			",33.5154343015,126.5317692918,"동·서로 서 있어 각각 동자복, 서자복이라 하는데, 동자복은 건입동 만수사터인 개인주택 안에 있고, 서자복은 용화사 안에 자리하고 있다. 용화사 안에 자리하고 있는 서자복은, 옛날 제주성의 서쪽에서 성 안을 수호하는 기능을 하였다 한다.‘자복신(재물과 복의 신)’,‘자복미륵’,‘미륵불’,‘큰 어른’이라 불리워지며, 신장 273㎝, 얼굴길이 135㎝, 아랫몸 둘레 315㎝의 크기인데,  높이 66㎝의 받침돌 위에서 있다. 돌하루방과 같은 형태의 돌모자를 쓰고 있으며, 인자하게 내려다보는 눈, 우뚝한 코, 지그시 다문 입, 커다란 귀 등에서  자비로운 모습을 보여준다. 곁에는 높이 75㎝, 둘레 100㎝가 되는 남근을 상징하는 동자상이 서 있는데, 여기에 걸터앉아 치성을 드리면 아들을 낳는다고 믿고 있다. 매년 음력 2월15일과 11월15일 이면 미륵을 위한 불공이 법당 안에서 행하여진다. 정확한 제작시기는 알 수 없지만 고려시대로 추정하며,  고을을 수호하고 아들 낳기를 바라는 민간신앙과 불교의 결합을 보여주는 좋은 예이다. 동자복은 서자복과 모습이 비슷하나 눈위에 눈썹이 있는 것이 특징이다.",064-740-6000,,,,없음,없음,
415,어승생,제주특별자치도 제주시 해안동산220-12 (일대),33.3856593715,126.5067521811,"한라산의 기생화산인 어승생악 (어승생 오름)은 한라산 국립공원 어리목지구에서 오를 수 있는데, 천왕사에서 서귀포 방면으로 1100도로를 다시 타고 구불구불 고갯길을 따라 조금만 가면 좌측으로 어리목이라는 이정표가 나타난다. 어리목에서 어승생악 정상까지는 왕복 약 1시간 정도 소요된다. 등산로는 통나무 계단으로 되어 있고 정상부는 토양의 유실을 방지하기 위한 조치로 바닥을 널따란 나무판목으로 깔아놓았다. 초입에 ""어승생악등산로""라는 표지판이 세워져 있다. 어승생이라는 이름의 유래는 ""임금님이 타는 말이 나는 곳""이라는 데서 생겨났는데,  이에 얽힌 재미있는 전설이 있다. 중앙의 한 관리가 역모죄로 누명을 써서 귀양을 오게되었는데 이 관리는 오직 임금과 나라를 걱정하며 이 곳에서 숨을 거두지만 ""내 자신은 다시 태어나서 임금이 타는 말이라도 되어서 임금을 보필할 것이다"" 라는 말을 남기며 숨을 거두었다. 그로부터 얼마 뒤 이곳에서 아주 뛰어난 명마가 탄생하여 거닐고 있는 것을 본 마을사람들이 ""저 말은 필시 그 관리가 환생한 말이다""고 여기고, 이 말을 잡아 임금님에게 진상했다고 한다.<br /><br />어승생악은 가벼운 등산을 원하는 탐방객이 즐겨찾는 오름으로서 자연상태가 잘 보존되고 있으며, 자연학습탐방로로 활용되고 있다. 날씨가 쾌청한 날에는 멀리 추자도, 비양도, 성산일출봉이 한눈에 내려다보이며 정상까지는 약 1.3km이다. 탐방소요시간은 편도 약 30분이며, 어리목 탐방안내소 옆에 입구가 있다. 해발 1,169m 어승생악 정상에는 1945년 당시 만들어진 일제군사시설인 토치카가 남아있으며, 내부는 아직도 견고하여 5~6명이 설수 있는 공간이 있다. 참호를 통해 서로 연결되어 있으며, 어승생악 허리의 지하요새와 통하게 되어 있으나 지금은 함몰되어 막혀있다.<br>",064-713-9950~3,연중무휴,,,없음,없음,"등산로:null
"
416,제주 센트럴파크,"제주특별자치도 제주시 조천읍 비자림로 606
			",33.4332262333,126.6745670935,"태고의 신비를 그대로 간직한 한라산을 중심으로 중산간에 위치하며, 사계절 형형색색의 아름다운 경관과 잘 어우러진 미니어처 건축조형물의 느낌은 제주 센트럴 파크만의 자랑이다. 세계문화유산의 나라, 세계 위인의 나라, 환상과 동화의 나라, 공룡의 나라, 레이싱카트장 등 5개의 이색 테마로 이루어져 있어, 청소년에게는 자기계발을 통한 진로탐색과 문화예술에 대한 경험의 폭을 넓힐 수 있게 한다.
또한 국내 최초이자 현존 최대 규모의 야외 전동고카트장에서 안전하고 익사이팅한 드라이빙을 즐길 수 있어 관람과 체험을 동시에 할 수 있는 복합문화공간이다.",064-782-7720,연중무휴,09:00~18:00 (입장마감 17:00),주차가능(150대),가능,불가,"입 장 료:성인 7,000원<br/>
청소년 5,000원<br/>
어린이 4,000원
이용가능시설:앙뚜아네트
화장실:있음
"
417,제주 토끼섬 문주란 자생지,제주특별자치도 제주시 구좌읍 문주란로(구좌읍),33.520231492,126.908342042,"제주시 하도리 굴동포구 150m지점에 위치한 난도는 천연기념물로 지정된 문주란 자생지이다. 나지막한 동산과 작은 모래밭으로 이루어진 난도의 면적은 3,174㎡(960평)에 불과하다. 원래는 난들여(바깥쪽의 여)라 불렸는데 1927년에 주민 윤석후氏가 토끼를 이곳에 방사한 뒤로는 '토끼섬'으로도 불린다. 

 난도라는 지명은 문주란의 '난'(蘭) 자에서 따온 것이다. 문주란은 원래 머나먼 열대지방에서 자라는 식물인데 해류를 타고 흘러온 씨앗이 이곳에 뿌리를 내린 것으로 보인다. 이 고장에서는 문주란을 '예반초', 또는 '왜반초'라 부르기도 한다. 문주란은 난과의 식물로 오해하기 십상이지만, 실은 수선화과에 딸린 다년생화초이다.  키는 100cm까지도 자라며, 겨울철에는 잎이 말라 버리다가도 봄이 되면 다시 잎과 꽃대가 돋아나 7~9월 사이에 하얀 꽃을 피운다. 그윽한 꽃향기가 온종일 풍기다가도 해가 지면 슬그머니 사그라진다고 한다. 현재 이 섬은 전체가 천연기념물로 지정되어 보호받고 있다.","제주 관광공사 064-740-6000~1<br />
제주도 종합관광안내소  064-742-8866<br />",,,,없음,없음,
418,맥파이 브루어리,제주특별자치도 제주시 동회천1길 23(회천동),33.5031897997,126.6172288105,"<strong>한 잔을 마셔도 맛 좋은 맥주 </strong> <br />‘맛있고 특별한 맥주’라는 단순한 목표를 확실히 이루어가고 있는 맥주 양조장이다. 감귤 창고였던 공간을 술 만드는 양조장으로 바꾸고 금, 토, 일요일에는 양조장 견학 프로그램도 운영한다. 비정규적으로 파티와 이벤트를 진행한다. <br>",064-721-0227,,"토,일 13:00, 14:00, 16:00, 17:00",있음,없음,없음,"입 장 료:20,000원 (이벤트 성격에 따라 별도 비용 발생)
내국인 예약안내:예약정보 (방문 희망날짜, 시간, 참여인원) 작성하여 2일 전 이메일 신청 
"
419,쌍용굴(한림공원),"제주특별자치도 제주시 한림읍 한림로 300
			",33.3879021647,126.2418362629,"쌍용굴은 황금굴, 소천굴, 만장굴과 더불어 제주도의 대표적인 용암동굴이다. 동굴의 길이는 약 400m, 너비 6m, 높이는 3m 정도의 규모이며, 250만 년 전 한라산 일대의 화산이 폭발하면서 협재굴과 함께 생성되었다. 용암동굴이자 석회동굴의 특징이 복합된 2차원적인 동굴이라는 점이 특이하며, 그 일대가 모래와 조개껍질이 섞여있는 패사층으로 되어 있다. 동굴 내부에는 석회동굴의 특징인 석순과 종유석이 곳곳에 기둥처럼 즐비해 있어 신비한 광경을 연출한다. 동굴 벽면에는 석회분이 덮여있어 마치 하나의 거대한 벽화가 새겨져 있는 듯 웅장한 모습을 보이고 있다. 동굴 내부의 온도는 연중 내내 17~18℃를 유지하여 한여름의 이색적인 피서지로 각광을 받고 있고, 한 겨울에는 따뜻한 온도로 추위를 피할 수 있어 각광받고 있다. 쌍용굴은 좌우 양쪽으로 나뉘어져 있으며 마치 용 2마리가 굴 내부에 있다가 밖으로 빠져나간 듯한 모양을 하고 있다 하여 쌍용굴이라고 이름이 지어졌다. 쌍용굴의 제2입구와 협재굴의 끝부분이 인접해 있어 두 동굴은 원래 하나였다가 내부 함몰로 인해 나뉘어진 것으로 추정되고 있다. 협재굴과 마찬가지로 천연기념물로 지정되어있다.<br>",064-796-0001,연중무휴,"03월~08월 09:00 ~ 17:00<br />
09월~10월 09:00 ~ 17:30<br />
11월~02월 09:00 ~ 16:30",있음,가능,가능,"관광코스안내:야자수길 → 산야초원 → 협재굴/쌍용굴/황금굴 → 제주석/분재원 → 재암민속마을 → 사파리조류원 → 재암수석관 → 연못정원 → 아열대식물원 
입 장 료:개인 - 일반 12,000원 / 경로 10,000원 / 청소년 8,000원 / 어린이 7,000원<br />
단체 - 일반 10,000원 / 경로 9,000원 / 청소년 6,000원 / 어린이 5,500원<br />
* 장애인/국가유공자/제주도민은 신분증 소지자에 한하여 단체요금을 적용.<br />
※ 단  체 : 30명 이상부터 적용<br>
※ 경  로 : 만 65세 이상부터 적용<br>
※ 청소년 : 13세~18세 <br>
※ 어린이 : 생후 36개월 이상부터 적용<br>
이용가능시설:편의시설 - 쌍용각휴게소(물품보관함-이용료 300원), 야자수 식당, 공원안내소, 다화원휴게소, 돌하르방식당, 허브카페
화장실:있음
장애인 편의시설:휠체어 대여(무료) - 동굴을 제외한 모든 곳 휠체어 이동 가능 
주차요금:무료
한국어 안내서비스:가능
"
420,가세오름,제주특별자치도 서귀포시 표선면 세화로(토산리) 일원,33.331425303,126.7815518045,"세화리 쪽에서 보면 사다리꼴 모양이고, 토산리 쪽에서 보면 숲이 우거진 가운데 여자의 젖무덤 같이 봉긋하게 두 봉우리가 어우러져 판이한 양상을 보여준다. 북봉과 남봉사이에는 얕게 골이 패이고, 서쪽으로 침식된 말굽형 화구를 이루고 있으며, 화구안부 중턱에는 오름에서 흘러나오는 샘이 있는데, 예전에 식수로 이용된 듯 돌과 콘크리트로 벽이 둘러져 있고, 그 밑으로 우마용으로 쓰였듯이 보이는 못이 만들어져 있다. 화구가 터진 방향인 오름 서쪽에는 5개의 암설류 봉우리가 있는데, 마을에서는 이들을 각각 염통오름, 달모루(월지봉), 족은염통, 숨골왓, 진동산 등으로 부르고 있다.
오름 전사면은 해송이 주종을 이루면서 숲을 이루고 있고, 화구안부에는 잡목과 가시덤불 등으로 우거져 있다. 오름 정상부에 이동통신 기지국이 설치되어 있다. 산봉우리가 두갈래로 갈라진 것이 마치 가세(가위의 제주방언) 처럼 생겼다는데서 가세오름이라고 한다고 하고, 풍수지리설에 의한 가사장삼형(袈娑長衫形)에서 가사봉(袈娑峰)이라 했던 것이 가세오름이 되었다고 풀이하기도 한다. 옛지도와 묘비에는 가사악(可沙岳), 가사봉(可沙峰) 등으로 표기되어 있다.
(표고 : 200.5m 비고 : 101m 둘레 : 2,365m 면적 : 373,099㎡ 저경 : 771m)",제주관광정보센터 064-740-6000,,,,없음,없음,
